0	0.0003002727
0.01	0.0003013748
0.02	0.000302518
0.03	0.0003037104
0.04	0.0003049715
0.05	0.0003063419
0.06	0.0003078458
0.07	0.0003095881
0.08	0.0003115846
0.09	0.0003138572
0.1	0.0003166755
0.11	0.000320094
0.12	0.0003239328
0.13	0.0003281222
0.14	0.0003340864
0.15	0.0003398345
0.16	0.0003460352
0.17	0.0003530031
0.18	0.0003605425
0.19	0.0003681084
0.2	0.0003755777
0.21	0.0003824031
0.22	0.0003881563
0.23	0.0003919833
0.24	0.000393374
0.25	0.0003911629
0.26	0.0003854261
0.27	0.000368865
0.28	0.0003569011
0.29	0.0003246898
0.3	0.0002951305
0.31	0.0002419022
0.32	0.0002181548
0.33	0.0001431303
0.34	7.507121e-05
0.35	4.836144e-06
0.36	-5.408142e-05
0.37	-8.341013e-05
0.38	-0.0001728474
0.39	-0.0002001234
0.4	-0.000263386
0.41	-0.0002748792
0.42	-0.0003250491
0.43	-0.0003789481
0.44	-0.0003845981
0.45	-0.0003932181
0.46	-0.0004167471
0.47	-0.0004006571
0.48	-0.0003938617
0.49	-0.0003859407
0.5	-0.0003827627
0.51	-0.0003565659
0.52	-0.0003332859
0.53	-0.0003301149
0.54	-0.0003287305
0.55	-0.000297774
0.56	-0.0002740566
0.57	-0.0002570023
0.58	-0.000225742
0.59	-0.0002125437
0.6	-0.0001889149
0.61	-0.0001747529
0.62	-0.0001551989
0.63	-0.0001339647
0.64	-0.0001121063
0.65	-9.149044e-05
0.66	-7.074658e-05
0.67	-5.19353e-05
0.68	-3.083545e-05
0.69	-1.057071e-05
0.7	8.662266e-06
0.71	2.445164e-05
0.72	4.238633e-05
0.73	5.840222e-05
0.74	8.150384e-05
0.75	9.670644e-05
0.76	0.0001189691
0.77	0.000135685
0.78	0.0001509773
0.79	0.0001697572
0.8	0.0001944874
0.81	0.0002013012
0.82	0.0002089793
0.83	0.0002205457
0.84	0.0002434123
0.85	0.0002552934
0.86	0.0002604325
0.87	0.0002729795
0.88	0.0002934974
0.89	0.0003153018
0.9	0.0003194883
0.91	0.0003307936
0.92	0.0003543121
0.93	0.0003491198
0.94	0.0003647484
0.95	0.000365971
0.96	0.0003948607
0.97	0.0003993522
0.98	0.0003814205
0.99	0.0003897697
1	0.000457648
1.01	0.0004266882
1.02	0.000450868
1.03	0.0004807807
1.04	0.0004643121
1.05	0.0004665043
1.06	0.0004812957
1.07	0.0005080274
1.08	0.0005170595
1.09	0.0005405444
1.1	0.0005014803
1.11	0.0005250186
1.12	0.0005279272
1.13	0.0005363549
1.14	0.0005454843
1.15	0.0005981697
1.16	0.0005892544
1.17	0.0005717856
1.18	0.0006059063
1.19	0.0005838586
1.2	0.0005415135
1.21	0.0006019894
1.22	0.0006258187
1.23	0.0006685832
1.24	0.0006616924
1.25	0.000674015
1.26	0.0006534051
1.27	0.000675097
1.28	0.0006635668
1.29	0.0006568379
1.3	0.0006807565
1.31	0.00071985
1.32	0.0006938885
1.33	0.0007250739
1.34	0.0006865861
1.35	0.0006754455
1.36	0.0007080306
1.37	0.0006616503
1.38	0.0006912951
1.39	0.0006603192
1.4	0.0006801435
1.41	0.0006990392
1.42	0.0006896821
1.43	0.0006791403
1.44	0.000771534
1.45	0.0006941799
1.46	0.0006827194
1.47	0.0007389378
1.48	0.0007929366
1.49	0.0008768157
1.5	0.0006786172
1.51	0.001068123
1.52	0.0008004749
1.53	0.0007202077
1.54	0.000711443
1.55	0.0008362766
1.56	0.0007770329
1.57	0.0006105561
1.58	0.0008294629
1.59	0.0008347318
1.6	0.0008478768
1.61	0.0008218395
1.62	0.0008168274
1.63	0.0007521013
1.64	0.001023738
1.65	0.0008568805
1.66	0.0008950899
1.67	0.001307113
1.68	0.0008630038
1.69	0.0006295841
1.7	0.00110598
1.71	0.0004746866
1.72	0.0008907731
1.73	0.0008153486
1.74	0.0008231206
1.75	0.001108929
1.76	0.001141368
1.77	0.001005711
1.78	0.0006112074
1.79	0.0007022883
1.8	0.001011465
1.81	0.0005630685
1.82	0.001101079
1.83	0.001528165
1.84	0.0005001833
1.85	0.00102467
1.86	0.0009067471
1.87	0.0007413772
1.88	0.0004834953
1.89	0.0008024781
1.9	0.0009543095
1.91	0.0004763402
1.92	0.000491003
1.93	0.0004023042
1.94	0.001375838
1.95	0.000970263
1.96	0.0006900111
1.97	0.001920943
1.98	0.0008235066
1.99	0.0009098616
2	0.0005616668
2.01	0.0005672971
2.02	0.00118386
2.03	0.000930221
2.04	0.002234095
2.05	0.0007361761
2.06	-0.000347499
2.07	0.002164848
2.08	0.001050265
2.09	0.0008682747
2.1	0.001562083
2.11	0.00151436
2.12	0.001463022
2.13	0.0002866321
2.14	0.0003393789
2.15	0.001600857
2.16	0.001587046
2.17	0.001118047
2.18	0.003575607
2.19	0.002516829
2.2	0.0007127689
2.21	0.001803995
2.22	-0.0003622862
2.23	0.000804323
2.24	0.002817523
2.25	-0.002210401
2.26	0.003423542
2.27	0.002686385
2.28	-0.0006774359
2.29	0.0003774974
2.3	-0.0004362269
2.31	0.003360112
2.32	0.0009299785
2.33	0.001266905
2.34	-0.0008841005
2.35	0.001165034
2.36	0.003180712
2.37	0.001200222
2.38	-0.0005224656
2.39	-0.0008159259
2.4	0.003030438
2.41	-0.0001615159
2.42	-0.001422967
2.43	0.002410583
2.44	-0.003249133
2.45	-0.0001885881
